Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,3120.0,3128.89990234375,3080.0,3103.050048828125,2832.8837890625,140863
2019-01-02,3100.0,3131.0,3081.199951171875,3116.85009765625,2845.482177734375,152324
2019-01-03,3116.85009765625,3177.0,3097.39990234375,3135.89990234375,2862.87353515625,311498
2019-01-04,3137.949951171875,3159.199951171875,3105.550048828125,3122.699951171875,2850.82275390625,170818
2019-01-07,3137.10009765625,3155.0,3125.0,3143.800048828125,2870.085693359375,152966
2019-01-08,3155.0,3155.0,3080.0,3089.550048828125,2820.559326171875,217274
2019-01-09,3114.0,3119.85009765625,3081.0,3092.64990234375,2823.388916015625,257227
2019-01-10,3100.0,3100.0,3073.0,3088.949951171875,2820.01123046875,229690
2019-01-11,3090.0,3116.75,3079.60009765625,3096.85009765625,2827.2236328125,353709
2019-01-14,3102.0,3124.0,3063.0,3113.64990234375,2842.560791015625,154975
2019-01-15,3120.14990234375,3199.89990234375,3095.0,3183.89990234375,2906.6943359375,278642
2019-01-16,3184.0,3204.89990234375,3145.0,3175.75,2899.25390625,182044
2019-01-17,3181.0,3212.0,3175.050048828125,3207.10009765625,2927.87451171875,154540
2019-01-18,3214.85009765625,3217.35009765625,3134.25,3171.35009765625,2895.237060546875,161433
2019-01-21,3170.0,3198.550048828125,3136.5,3148.39990234375,2874.28564453125,174710
2019-01-22,3150.0,3174.949951171875,3130.14990234375,3153.64990234375,2879.078369140625,156085
2019-01-23,3177.0,3229.0,3161.050048828125,3203.85009765625,2924.90771484375,286992
2019-01-24,3217.0,3225.0,3190.550048828125,3216.85009765625,2936.77587890625,148520
2019-01-25,3221.0,3270.0,3193.050048828125,3206.64990234375,2927.4638671875,325166
2019-01-28,3210.5,3222.0,3131.0,3203.449951171875,2924.54248046875,216799
2019-01-29,3197.0,3197.0,3152.5,3180.050048828125,2903.1796875,179979
2019-01-30,3197.0,3222.0,3180.10009765625,3208.800048828125,2929.4267578125,116521
2019-01-31,3231.949951171875,3231.949951171875,3189.199951171875,3197.699951171875,2919.29296875,255273
2019-02-01,3201.0,3286.0,3201.0,3251.0,2967.95263671875,387188
2019-02-04,3251.35009765625,3280.39990234375,3228.199951171875,3266.0,2981.646240234375,140277
2019-02-05,3278.0,3316.0,3150.10009765625,3167.050048828125,2891.31201171875,503959
2019-02-06,3188.5,3199.949951171875,3105.050048828125,3181.39990234375,2904.41259765625,313476
2019-02-07,3210.0,3230.0,3174.10009765625,3214.10009765625,2934.26513671875,374133
2019-02-08,3138.5,3210.0,3095.0,3110.0,2839.228759765625,640983
2019-02-11,3120.0,3132.300048828125,3055.300048828125,3107.550048828125,2836.9921875,265355
2019-02-12,3105.0,3107.0,3001.0,3008.60009765625,2746.656982421875,515301
2019-02-14,2915.0,2949.0,2900.0,2924.60009765625,2669.970458984375,288540
2019-02-15,2945.0,2945.0,2846.0,2858.35009765625,2609.48876953125,374811
2019-02-18,2860.0,2939.0,2759.0,2911.699951171875,2658.193603515625,700981
2019-02-19,2910.199951171875,2975.949951171875,2851.0,2873.550048828125,2623.364990234375,484180
2019-02-20,2884.0,2930.0,2884.0,2922.300048828125,2667.87109375,271061
2019-02-21,2943.949951171875,3018.0,2935.0,3001.60009765625,2740.2666015625,724297
2019-02-22,3008.0,3057.300048828125,2972.699951171875,3012.800048828125,2750.491455078125,313430
2019-02-25,3013.199951171875,3077.0,2982.0,3048.199951171875,2782.809326171875,336072
2019-02-26,3056.0,3092.949951171875,3018.25,3073.5,2805.90673828125,568492
2019-02-27,3080.0,3108.949951171875,3023.35009765625,3058.60009765625,2792.303955078125,393442
2019-02-28,3071.0,3098.60009765625,3032.89990234375,3056.89990234375,2790.751708984375,447041
2019-03-01,3083.0,3090.35009765625,3062.300048828125,3077.25,2809.329833984375,217420
2019-03-05,3065.199951171875,3100.25,3060.0,3068.85009765625,2801.66162109375,246280
2019-03-06,3086.949951171875,3086.949951171875,3009.0,3026.85009765625,2763.318359375,383038
2019-03-07,3045.0,3069.0,3028.699951171875,3043.85009765625,2778.838134765625,254411
2019-03-08,3041.0,3079.5,3021.0,3071.199951171875,2803.806640625,190651
2019-03-11,3086.0,3139.5,3066.5,3133.449951171875,2860.636962890625,336189
2019-03-12,3165.89990234375,3178.800048828125,3120.89990234375,3135.14990234375,2862.18896484375,413123
2019-03-13,3136.0,3150.0,3093.89990234375,3126.949951171875,2854.703125,298030
2019-03-14,3135.0,3170.0,3116.0,3149.39990234375,2875.197998046875,293230
2019-03-15,3160.0,3169.0,3054.699951171875,3066.550048828125,2799.561767578125,403251
